RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,1/31/2025,2/28/2025,3/31/2025,HousePriceAverage
4172,42,Colorado Springs,city,CO,CO,"Colorado Springs, CO",El Paso County,460333.71612957603,459057.5463208286,456886.4633614793,458759.2419
17222,43,Buffalo,city,NY,NY,"Buffalo-Cheektowaga, NY",Erie County,225878.5537391587,226328.25976114217,226328.55792708727,226178.4571
18795,44,Kansas City,city,MO,MO,"Kansas City, MO-KS",Jackson County,240582.2112385307,241197.49654116118,241053.33154389728,240944.3464
832063,45,Rochester,city,NY,NY,"Rochester, NY",Monroe County,220698.91851668817,221325.53789806608,220962.93768955962,220995.798
4099,46,Cincinnati,city,OH,OH,"Cincinnati, OH-KY-IN",Hamilton County,240032.10081404672,241389.73554118385,242229.0579807396,241216.9648
46298,47,Long Beach,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,865129.1521606367,861400.2224368124,854844.7204570262,860458.0317
41515,48,Virginia Beach,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Virginia Beach City,408436.4449473361,408928.5431366921,408995.11169183254,408786.6999
3506,49,Bakersfield,city,CA,CA,"Bakersfield, CA",Kern County,394061.44961229136,394716.8025655705,394667.64619875763,394481.9661
41176,50,Tampa,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Hillsborough County,380651.4976233807,380478.3402,379136.4619105367,380088.7666
13072,51,Oakland,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,760735.6828635976,757395.9505370245,751605.2579485365,756578.9638
20859,52,Tulsa,city,OK,OK,"Tulsa, OK",Tulsa County,204269.41026169722,204744.88377236525,205013.94964433336,204676.0812
5983,53,Minneapolis,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Hennepin County,324707.45545806235,325802.87006475864,325531.3525858501,325347.226
16846,54,Aurora,city,CO,CO,"Denver-Aurora-Lakewood, CO",Arapahoe County,490590.1083866596,488976.8163596184,485847.4585967941,488471.4611
7204,55,Spring,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,366687.98694639636,366658.46525688906,366268.80440122465,366538.4189
18615,56,Honolulu,city,HI,HI,"Urban Honolulu, HI",Honolulu County,776257.4458,774925.7581,771283.5077926746,774155.5706
25428,57,Knoxville,city,TN,TN,"Knoxville, TN",Knox County,355508.49683067884,356351.3413350621,356571.3787,356143.739
50763,58,Arlington,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Tarrant County,316923.2226741935,316075.7901496082,314521.7197008538,315840.2442
44055,59,Baton Rouge,city,LA,LA,"Baton Rouge, LA",East Baton Rouge Parish,219724.0397573416,219851.98911547687,219302.01521319858,219626.0147
19594,60,New Orleans,city,LA,LA,"New Orleans-Metairie, LA",Orleans Parish,238904.0747042032,238318.1590292607,237011.82868258454,238078.0208
7929,61,Wichita,city,KS,KS,"Wichita, KS",Sedgwick County,198065.1926155771,197757.67269405595,196930.35291337557,197584.4061
24115,62,Cleveland,city,OH,OH,"Cleveland-Elyria, OH",Cuyahoga County,112637.38851054858,113094.0339777855,113400.07280230637,113043.8318
47401,63,Riverside,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,655107.6001500016,653599.9235324698,650534.3075603183,653080.6104
16764,64,Anaheim,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,945205.2112791524,946676.7004686742,945097.5774712696,945659.8297
48215,65,Vancouver,city,WA,WA,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,511284.9098516473,511084.5509168511,509668.9002892231,510679.4537
7266,67,Stockton,city,CA,CA,"Stockton, CA",San Joaquin County,446865.65073462523,446102.1423056657,444469.87849204807,445812.5572
12562,68,Marietta,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,474429.58313371363,473614.7665599718,472394.9791931472,473479.7763
4174,69,Columbia,city,SC,SC,"Columbia, SC",Richland County,231159.5191309175,231919.5190659572,232152.92465858068,231743.9876
11722,70,Greensboro,city,NC,NC,"Greensboro-High Point, NC",Guilford County,257489.38063827125,257943.6750147059,257668.86296533528,257700.6395
18170,71,Fort Wayne,city,IN,IN,"Fort Wayne, IN",Allen County,233483.55201941737,234367.35806241888,234891.33843389084,234247.4162
25574,72,Lexington,city,KY,KY,"Lexington-Fayette, KY",Fayette County,311946.27230336843,314291.9204815769,315818.90982917463,314019.0342
19533,73,Naples,city,FL,FL,"Naples-Marco Island, FL",Collier County,587943.6868,584775.4382548378,581114.6638,584611.263
11867,74,Henderson,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,493319.91393522825,493901.8843035305,493509.9901425214,493577.2628
38025,75,Corpus Christi,city,TX,TX,"Corpus Christi, TX",Nueces County,218823.57184611875,218934.53127388385,218512.4466781572,218756.8499
6891,76,Saint Louis,city,MO,MO,"St. Louis, MO-IL",Saint Louis City,178590.4832472255,178806.4223,179193.64333009996,178863.5163
47568,77,Santa Ana,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,866955.8966667787,866616.7437,862824.5936187189,865465.7447
24457,78,Durham,city,NC,NC,"Durham-Chapel Hill, NC",Durham County,406326.1917379825,406271.80272487435,405792.26176945533,406130.0854
7081,79,Silver Spring,city,MD,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,556805.4280243673,558038.5241500463,557902.4932565558,557582.1485
20313,80,Saint Paul,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,286977.50496540865,288095.0211201938,288018.6375118476,287697.0545
20604,81,Spokane,city,WA,WA,"Spokane-Spokane Valley, WA",Spokane County,391183.2120712884,391258.8710129798,390180.24491998163,390874.1093
12970,82,Newark,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,473032.85194323584,473810.6042563438,473372.0749406394,473405.177
13478,83,Reno,city,NV,NV,"Reno, NV",Washoe County,558193.9765545201,559732.5513287537,559814.6976,559247.0752
26922,84,Saint Petersburg,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,369627.51609470305,367057.6815489954,364398.8968566268,367028.0315
52650,85,Irvine,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1599714.0386575211,1608675.5980610226,1614607.497522829,1607665.711
32503,86,Lincoln,city,NE,NE,"Lincoln, NE",Lancaster County,281840.4831180592,282637.05191703275,282979.6555125909,282485.7302
34303,87,Toledo,city,OH,OH,"Toledo, OH",Lucas County,121724.00315119782,122521.60092014038,123094.39538214805,122446.6665
17384,88,Chandler,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,535728.5020596843,533914.1468648274,531541.5185019629,533728.0558
47945,89,Tallahassee,city,FL,FL,"Tallahassee, FL",Leon County,288847.4214493127,288932.76348973595,288658.32002806803,288812.835
25320,90,Jersey City,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,632060.4256740501,632510.8883477249,632703.6623384642,632424.9921
53915,91,Plano,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,525247.1167697173,523576.73740481446,521259.6278143188,523361.1607
53060,92,Lubbock,city,TX,TX,"Lubbock, TX",Lubbock County,201656.29149729633,201764.75421223443,201794.2818022567,201738.4425
25934,93,Modesto,city,CA,CA,"Modesto, CA",Stanislaus County,452623.3475705583,452373.42932702944,451250.49382271635,452082.4236
18800,94,Katy,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,349540.25458445185,349153.7663753444,348577.6428279273,349090.5546
5573,95,Lawrenceville,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,389639.15977923636,388580.7547381885,386882.5996126837,388367.5047
51405,96,Chula Vista,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,861670.0517101759,861136.2470586472,858618.9007,860475.0665
3737,97,Boise,city,ID,ID,"Boise City, ID",Ada County,498343.8917,498821.4577512564,498192.5250058213,498452.6248
6752,98,Richmond,city,VA,VA,"Richmond, VA",Richmond City,359985.20153201977,360589.1148,360707.91814306215,360427.4115
4888,99,Gilbert,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,582423.1220743243,580609.0639,578523.2227058528,580518.4696
41760,100,Winston-Salem,city,NC,NC,"Winston-Salem, NC",Forsyth County,255633.0011855542,255689.7352775149,255017.8819093113,255446.8728
398849,101,Madison,city,WI,WI,"Madison, WI",Dane County,405309.75501144043,406887.82108465745,407621.01369890355,406606.1966
52893,102,Laredo,city,TX,TX,"Laredo, TX",Webb County,210989.09015981058,211663.09823335547,211915.8134,211522.6673
26187,103,North Las Vegas,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,411273.2059702628,411797.16190226557,411389.3789229667,411486.5823
20328,104,San Bernardino,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,494259.55687224114,492989.0468080502,490392.5540206881,492547.0526
25483,105,Lakeland,city,FL,FL,"Lakeland-Winter Haven, FL",Polk County,318019.21163077507,317465.3679664217,316376.16978649894,317286.9165
31614,106,Fort Myers,city,FL,FL,"Cape Coral-Fort Myers, FL",Lee County,347707.7774458238,345031.4823719573,341836.4780990329,344858.5793
12065,107,Irving,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,347463.48408079543,346891.6941251178,345377.8821403572,346577.6868
32900,108,Mobile,city,AL,AL,"Mobile, AL",Mobile County,189468.17335999603,190028.33094929493,190027.38063597959,189841.295
18298,109,Glendale,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,415463.2603635524,413963.49284713465,411604.76721959113,413677.1735
53856,110,Pensacola,city,FL,FL,"Pensacola-Ferry Pass-Brent, FL",Escambia County,259240.88779946734,258492.10527725858,257567.1693447634,258433.3875
23482,111,Anchorage,city,AK,AK,"Anchorage, AK",Anchorage Borough,391781.8212025924,392745.9854735395,392716.6105087001,392414.8057
44564,112,Chesapeake,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake City,401668.24670664297,402655.8818,402902.6780030881,402408.9355
20362,113,Sarasota,city,FL,FL,"North Port-Sarasota-Bradenton, FL",Sarasota County,444652.8713084673,441231.58685814746,437898.3260680929,441260.9281
52001,114,Fayetteville,city,NC,NC,"Fayetteville, NC",Cumberland County,216743.23526370028,217276.1103,217346.81791811078,217122.0545
10417,115,Birmingham,city,AL,AL,"Birmingham-Hoover, AL",Jefferson County,128742.67703771836,128161.25454394506,127269.07887280156,128057.6702
25104,116,Hialeah,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,454884.39619011915,454828.9152082009,453157.93578891753,454290.4157
18251,117,Garland,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,301599.6621471385,300338.38850003976,298422.78499218705,300120.2785
18847,118,Kissimmee,city,FL,FL,"Orlando-Kissimmee-Sanford, FL",Osceola County,373737.42156838626,372532.97583325143,370745.90398875304,372338.7671
30258,119,Arlington,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,835373.2788210138,837921.4537143884,839153.5895674825,837482.774
54346,120,Scottsdale,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,849996.2894367967,848965.7809339664,848172.3781539522,849044.8162
6210,121,Norfolk,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,300108.9884747551,300026.60867337516,299305.8273722071,299813.8082
53673,122,Ocala,city,FL,FL,"Ocala, FL",Marion County,274093.9958903752,273583.72030138836,272487.71226409974,273388.4762
54311,123,Santa Clarita,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,824139.4013906294,822129.6663967334,817160.9272367648,821143.3317
11540,124,Fremont,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,1626764.5072630718,1628940.9559060608,1627914.430862306,1627873.298
24741,125,Fontana,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,643383.4736280107,642047.2705,639116.8142850368,641515.8528
7222,126,Springfield,city,MO,MO,"Springfield, MO",Greene County,234714.1032245033,235010.4805,234730.0972572219,234818.227
24960,127,Greenville,city,SC,SC,"Greenville-Anderson, SC",Greenville County,317376.70208232576,317572.40328482323,317340.7771831935,317429.9609
10477,128,Boca Raton,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,579394.0259774732,577700.6705824604,575183.8763,577426.191
11671,129,Grand Rapids,city,MI,MI,"Grand Rapids-Kentwood, MI",Kent County,282796.0311509675,283504.86865947576,283478.3446321567,283259.7481
44282,130,Bradenton,city,FL,FL,"North Port-Sarasota-Bradenton, FL",Manatee County,371811.17568594165,370025.6899866508,367819.45149554964,369885.4391
52998,131,Little Rock,city,AR,AR,"Little Rock-North Little Rock-Conway, AR",Pulaski County,213136.5480805561,212764.32714020074,211778.03401690346,212559.6364
24821,132,Gainesville,city,FL,FL,"Gainesville, FL",Alachua County,298761.0773646324,298693.8665724264,298075.9072599155,298510.2837
33501,133,Port Saint Lucie,city,FL,FL,"Port St. Lucie, FL",Saint Lucie County,395594.02894837194,394274.7816439679,392365.92567763693,394078.2454
27362,134,Tacoma,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County,491008.5710560545,491593.5273,490080.0626026392,490894.0537
14701,135,Woodbridge,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,499645.17089668027,500677.72404185706,500576.2747162617,500299.7232
16753,136,Amarillo,city,TX,TX,"Amarillo, TX",Randall County,198793.56997929452,198942.9719222719,198739.4210137724,198825.321
17759,137,Des Moines,city,IA,IA,"Des Moines-West Des Moines, IA",Polk County,203888.39458512407,204593.08710951373,204523.6322303015,204335.038
47584,138,Savannah,city,GA,GA,"Savannah, GA",Chatham County,323909.5556800584,323432.19349780894,322222.1895615457,323187.9796
13150,139,Oxnard,city,CA,CA,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,767511.8788444862,766449.4668169186,764618.2511896688,766193.199
26967,140,Santa Rosa,city,CA,CA,"Santa Rosa-Petaluma, CA",Sonoma County,738663.2296552709,736451.7644525295,733011.1093426828,736042.0345
12014,141,Huntsville,city,AL,AL,"Huntsville, AL",Madison County,273344.7043612919,273104.7588082094,272516.12858808675,272988.5306
30141,142,Akron,city,OH,OH,"Akron, OH",Summit County,131649.50028802463,132065.23956603408,132232.76585913106,131982.5019
21320,143,Wilmington,city,NC,NC,"Wilmington, NC",New Hanover County,409942.14104590006,410699.4964699923,410930.6942424626,410524.1106
51167,144,Brownsville,city,TX,TX,"Brownsville-Harlingen, TX",Cameron County,189704.3165,190357.6261092067,190690.6979,190250.8802
34937,145,Yonkers,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,655097.0704490859,656612.9059414266,657739.3630834515,656483.1132
38438,146,Eugene,city,OR,OR,"Eugene-Springfield, OR",Lane County,474651.1259640311,474955.8147919094,473959.92454531015,474522.2884
24225,147,Corona,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,775970.6697077784,775335.2169158709,772887.7320180434,774731.2062
31184,148,Dayton,city,OH,OH,"Dayton-Kettering, OH",Montgomery County,149282.30690360858,149771.1544221275,149857.33859240453,149636.9333
7353,149,Syracuse,city,NY,NY,"Syracuse, NY",Onondaga County,193765.65331396452,194495.9842566637,195084.2193649354,194448.619
32931,150,Montgomery,city,AL,AL,"Montgomery, AL",Montgomery County,142433.1403,142449.5747343773,141979.7627714061,142287.4926
10071,151,Alexandria,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,670437.8617125844,672328.8785920559,672708.8627728753,671825.201
6285,152,Oceanside,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,886928.2552900952,885767.9644552957,883131.3082333369,885275.8427
41279,153,Trenton,city,NJ,NJ,"Trenton-Princeton, NJ",Mercer County,341224.2397189019,341754.9770579179,342391.86285956233,341790.3599
25981,154,Moreno Valley,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,556560.0181771537,555284.6448,552621.9236222781,554822.1955
40897,155,Shreveport,city,LA,LA,"Shreveport-Bossier City, LA",Caddo Parish,134462.4853955159,134633.56215603437,134310.1347678828,134468.7274
14667,156,Wilmington,city,DE,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,311094.7608,312270.8405453129,312439.9042282845,311935.1685
19523,157,Murfreesboro,city,TN,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,412707.70675435243,413683.0854841605,414446.32629726705,413612.3728
7858,158,West Palm Beach,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,407046.3596330481,405407.8346447043,402989.03838982736,405147.7442
14724,159,Worcester,city,MA,MA,"Worcester, MA-CT",Worcester County,418673.81119792996,419571.19154387404,419689.94100612105,419311.6479
4764,160,Fort Collins,city,CO,CO,"Fort Collins, CO",Larimer County,572136.3416716544,571991.5149203936,570161.6703617568,571429.8423
6909,161,Salt Lake City,city,UT,UT,"Salt Lake City, UT",Salt Lake County,567832.2388825488,569637.6904987098,569455.1634361185,568975.0309
30381,162,Beaverton,city,OR,OR,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,555229.3443,555763.3149091444,554335.3787469761,555109.346
54288,163,Salinas,city,CA,CA,"Salinas, CA",Monterey County,740870.6078041067,740880.0211440219,738764.0357934149,740171.5549
18208,164,Frisco,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,690405.9807347098,687873.7404924365,684716.3495259467,687665.3569
32783,165,McKinney,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,519049.3478270869,516966.4124172759,514208.5090010967,516741.4231
7087,166,Sioux Falls,city,SD,SD,"Sioux Falls, SD",Minnehaha County,325331.13433896675,326014.07866382593,326117.90874817903,325821.0406
45457,167,Glendale,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,1234642.9973052717,1228351.6699585903,1218179.4598817949,1227058.042
6696,168,Reading,city,PA,PA,"Reading, PA",Berks County,249494.44252644604,250129.2561943219,249956.27914692042,249859.9926
5534,169,Lancaster,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,480088.38796854165,478638.6311735825,475669.6473051813,478132.2221
25218,170,Huntington Beach,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,1342267.0995067398,1346465.199806527,1348658.1512309352,1345796.817
30742,171,Cape Coral,city,FL,FL,"Cape Coral-Fort Myers, FL",Lee County,369666.83930047974,366703.1976250047,362912.7866249241,366427.6079
25482,172,Lake Worth Beach,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,449922.5974219569,449280.21469086787,447414.75102039793,448872.521
18518,173,Hayward,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,908688.3331681454,905056.0657505067,900473.8196545928,904739.4062
20317,174,Salem,city,OR,OR,"Salem, OR",Marion County,435772.31315598876,436116.0436548861,435741.4082396875,435876.5884
10843,175,Clarksville,city,TN,TN,"Clarksville, TN-KY",Montgomery County,306763.2994960127,307152.4979225231,307273.28140034055,307063.0263
31821,176,Grand Prairie,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,323999.9226957785,322901.83883937675,321269.9836388407,322723.9151
4054,177,Charleston,city,SC,SC,"Charleston-North Charleston, SC",Charleston County,571696.4444222595,572539.3827449234,572822.9528290117,572352.9267
10215,178,Aurora,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,298406.21653349214,300168.4534777434,301407.3728036286,299994.0143
40298,179,Peoria,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,497560.62172454176,495975.71462662873,494100.62572030426,495878.9874
38119,180,Cypress,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,411397.7434900389,411188.16923645994,410398.02820008545,410994.647
26637,181,Providence,city,RI,RI,"Providence-Warwick, RI-MA",Providence County,409053.42714614765,408630.7568049335,408063.7559158017,408582.6466
14634,182,Whittier,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,834195.7643157174,830638.6035025464,824073.9913927256,829636.1197
40202,183,Overland Park,city,KS,KS,"Kansas City, MO-KS",Johnson County,448785.9223585006,449062.8951333294,448454.97966614715,448767.9324
182023,184,Henrico,city,VA,VA,"Richmond, VA",Henrico County,389012.9022000614,389722.69432318467,389713.42774658697,389483.0081
40227,185,Palmdale,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,513272.7621334144,512018.5202783686,509498.7558113863,511596.6794
11529,186,Fredericksburg,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Stafford County,467564.8710399838,468349.53171464294,468510.90438747854,468141.769
37837,187,Chattanooga,city,TN,TN,"Chattanooga, TN-GA",Hamilton County,310013.44897361274,310349.09833582345,310208.21199171984,310190.2531
5201,188,Homestead,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,454437.1488236359,454968.3176232493,454627.9786461352,454677.815
44821,189,Cumming,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,615785.1368657221,614695.9483919344,613337.7185171149,614606.2679
31606,190,Fort Lauderdale,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,517518.3168875263,517045.60776589095,515364.21200255794,516642.7122
