RegionID,SizeRank,RegionName,RegionType,StateName,State,Metro,CountyName,RentPriceAverage
19594,60,New Orleans,city,LA,LA,"New Orleans-Metairie, LA",Orleans Parish,1691.801481293381
7929,61,Wichita,city,KS,KS,"Wichita, KS",Sedgwick County,1027.9836093857832
24115,62,Cleveland,city,OH,OH,"Cleveland-Elyria, OH",Cuyahoga County,1335.2777602191318
47401,63,Riverside,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,2428.3881318348845
16764,64,Anaheim,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2731.543682
48215,65,Vancouver,city,WA,WA,"Portland-Vancouver-Hillsboro, OR-WA",Clark County,1814.1191387869912
7266,67,Stockton,city,CA,CA,"Stockton, CA",San Joaquin County,2075.143630952381
12562,68,Marietta,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Cobb County,1874.05855
4174,69,Columbia,city,SC,SC,"Columbia, SC",Richland County,1505.4077509924907
11722,70,Greensboro,city,NC,NC,"Greensboro-High Point, NC",Guilford County,1499.281118308311
18170,71,Fort Wayne,city,IN,IN,"Fort Wayne, IN",Allen County,1183.9457523957524
25574,72,Lexington,city,KY,KY,"Lexington-Fayette, KY",Fayette County,1436.3433708560249
19533,73,Naples,city,FL,FL,"Naples-Marco Island, FL",Collier County,2851.248559681276
11867,74,Henderson,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,1833.8648086232909
38025,75,Corpus Christi,city,TX,TX,"Corpus Christi, TX",Nueces County,1377.7755430242275
6891,76,Saint Louis,city,MO,MO,"St. Louis, MO-IL",Saint Louis City,1341.9456539478936
47568,77,Santa Ana,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2882.6468901539106
24457,78,Durham,city,NC,NC,"Durham-Chapel Hill, NC",Durham County,1682.5440463997381
7081,79,Silver Spring,city,MD,MD,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Montgomery County,2036.6373875077963
20313,80,Saint Paul,city,MN,MN,"Minneapolis-St. Paul-Bloomington, MN-WI",Ramsey County,1441.1887038001041
20604,81,Spokane,city,WA,WA,"Spokane-Spokane Valley, WA",Spokane County,1457.9213420144235
12970,82,Newark,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Essex County,2211.606063
13478,83,Reno,city,NV,NV,"Reno, NV",Washoe County,1920.269098
26922,84,Saint Petersburg,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,2110.727907
52650,85,Irvine,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3329.7210352445504
32503,86,Lincoln,city,NE,NE,"Lincoln, NE",Lancaster County,1301.529608745436
34303,87,Toledo,city,OH,OH,"Toledo, OH",Lucas County,1119.8128675104379
17384,88,Chandler,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1953.174074074074
47945,89,Tallahassee,city,FL,FL,"Tallahassee, FL",Leon County,1523.7333333333333
25320,90,Jersey City,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Hudson County,3177.4864008559957
53915,91,Plano,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,1750.907456423134
53060,92,Lubbock,city,TX,TX,"Lubbock, TX",Lubbock County,1374.7690921284786
25934,93,Modesto,city,CA,CA,"Modesto, CA",Stanislaus County,2001.8558201058202
18800,94,Katy,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,1967.225294127006
5573,95,Lawrenceville,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Gwinnett County,2105.233547380994
51405,96,Chula Vista,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,3161.203893331183
3737,97,Boise,city,ID,ID,"Boise City, ID",Ada County,1730.6544312788344
6752,98,Richmond,city,VA,VA,"Richmond, VA",Richmond City,1604.3586145802358
4888,99,Gilbert,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2115.4106339928057
41760,100,Winston-Salem,city,NC,NC,"Winston-Salem, NC",Forsyth County,1594.1585776463826
398849,101,Madison,city,WI,WI,"Madison, WI",Dane County,1568.2316801474196
52893,102,Laredo,city,TX,TX,"Laredo, TX",Webb County,1241.8738095238095
26187,103,North Las Vegas,city,NV,NV,"Las Vegas-Henderson-Paradise, NV",Clark County,1907.8285520171032
20328,104,San Bernardino,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2030.016065980168
25483,105,Lakeland,city,FL,FL,"Lakeland-Winter Haven, FL",Polk County,1776.3537009438649
31614,106,Fort Myers,city,FL,FL,"Cape Coral-Fort Myers, FL",Lee County,1865.525866257706
12065,107,Irving,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,1655.0730388212721
32900,108,Mobile,city,AL,AL,"Mobile, AL",Mobile County,1304.9334150326797
18298,109,Glendale,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1640.9990164973062
53856,110,Pensacola,city,FL,FL,"Pensacola-Ferry Pass-Brent, FL",Escambia County,1663.7887591424178
23482,111,Anchorage,city,AK,AK,"Anchorage, AK",Anchorage Borough,1620.6619726678548
44564,112,Chesapeake,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Chesapeake City,1951.031702
20362,113,Sarasota,city,FL,FL,"North Port-Sarasota-Bradenton, FL",Sarasota County,2458.1373495012035
52001,114,Fayetteville,city,NC,NC,"Fayetteville, NC",Cumberland County,1407.819230414975
10417,115,Birmingham,city,AL,AL,"Birmingham-Hoover, AL",Jefferson County,1292.9661963199223
25104,116,Hialeah,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2442.5974777034558
18251,117,Garland,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,1678.8390075256448
18847,118,Kissimmee,city,FL,FL,"Orlando-Kissimmee-Sanford, FL",Osceola County,2164.5166016807993
30258,119,Arlington,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Arlington County,2643.6789258462213
54346,120,Scottsdale,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2299.7338781956187
6210,121,Norfolk,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Norfolk City,1668.9020408603744
53673,122,Ocala,city,FL,FL,"Ocala, FL",Marion County,1592.524804765537
54311,123,Santa Clarita,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2814.3033878359965
11540,124,Fremont,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,2976.0052170052168
24741,125,Fontana,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,3267.800653594771
7222,126,Springfield,city,MO,MO,"Springfield, MO",Greene County,1276.1134768009767
24960,127,Greenville,city,SC,SC,"Greenville-Anderson, SC",Greenville County,1585.4649543676435
10477,128,Boca Raton,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,2895.727169834996
11671,129,Grand Rapids,city,MI,MI,"Grand Rapids-Kentwood, MI",Kent County,1679.9811456063908
44282,130,Bradenton,city,FL,FL,"North Port-Sarasota-Bradenton, FL",Manatee County,1990.489569053059
52998,131,Little Rock,city,AR,AR,"Little Rock-North Little Rock-Conway, AR",Pulaski County,1191.5575284727827
24821,132,Gainesville,city,FL,FL,"Gainesville, FL",Alachua County,1638.6105244341777
33501,133,Port Saint Lucie,city,FL,FL,"Port St. Lucie, FL",Saint Lucie County,2397.313597513598
27362,134,Tacoma,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Pierce County,1716.2420677361854
14701,135,Woodbridge,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,2240.6884395546303
16753,136,Amarillo,city,TX,TX,"Amarillo, TX",Randall County,1373.481335522715
17759,137,Des Moines,city,IA,IA,"Des Moines-West Des Moines, IA",Polk County,1138.6805586385497
47584,138,Savannah,city,GA,GA,"Savannah, GA",Chatham County,1813.1151395848744
13150,139,Oxnard,city,CA,CA,"Oxnard-Thousand Oaks-Ventura, CA",Ventura County,2998.555555555555
26967,140,Santa Rosa,city,CA,CA,"Santa Rosa-Petaluma, CA",Sonoma County,2611.519846
12014,141,Huntsville,city,AL,AL,"Huntsville, AL",Madison County,1338.5091000154107
30141,142,Akron,city,OH,OH,"Akron, OH",Summit County,1141.2395299145298
21320,143,Wilmington,city,NC,NC,"Wilmington, NC",New Hanover County,1666.9075366988902
51167,144,Brownsville,city,TX,TX,"Brownsville-Harlingen, TX",Cameron County,1546.8714285714286
34937,145,Yonkers,city,NY,NY,"New York-Newark-Jersey City, NY-NJ-PA",Westchester County,2748.7314009661836
38438,146,Eugene,city,OR,OR,"Eugene-Springfield, OR",Lane County,1923.515318032653
24225,147,Corona,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,2735.851872328662
31184,148,Dayton,city,OH,OH,"Dayton-Kettering, OH",Montgomery County,1193.2900709219857
7353,149,Syracuse,city,NY,NY,"Syracuse, NY",Onondaga County,1570.052307692308
32931,150,Montgomery,city,AL,AL,"Montgomery, AL",Montgomery County,1284.9573604901473
10071,151,Alexandria,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2269.083053164608
6285,152,Oceanside,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2994.1209401709402
41279,153,Trenton,city,NJ,NJ,"Trenton-Princeton, NJ",Mercer County,2142.0882352941176
25981,154,Moreno Valley,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",Riverside County,2407.0478680276133
40897,155,Shreveport,city,LA,LA,"Shreveport-Bossier City, LA",Caddo Parish,1186.6475160456782
14667,156,Wilmington,city,DE,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,1766.3491341991341
19523,157,Murfreesboro,city,TN,TN,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rutherford County,1746.0377541998232
7858,158,West Palm Beach,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,2294.0469653211912
14724,159,Worcester,city,MA,MA,"Worcester, MA-CT",Worcester County,2161.4874031007753
4764,160,Fort Collins,city,CO,CO,"Fort Collins, CO",Larimer County,1954.3128911828153
6909,161,Salt Lake City,city,UT,UT,"Salt Lake City, UT",Salt Lake County,1663.029662929663
30381,162,Beaverton,city,OR,OR,"Portland-Vancouver-Hillsboro, OR-WA",Washington County,1913.1647150663546
54288,163,Salinas,city,CA,CA,"Salinas, CA",Monterey County,2422.1018518518517
18208,164,Frisco,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,1771.2228959494307
32783,165,McKinney,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Collin County,1832.9754065715235
7087,166,Sioux Falls,city,SD,SD,"Sioux Falls, SD",Minnehaha County,1201.5235218118253
45457,167,Glendale,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2855.903294519688
6696,168,Reading,city,PA,PA,"Reading, PA",Berks County,1352.957671957672
5534,169,Lancaster,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2676.0571802054155
25218,170,Huntington Beach,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,3306.7812438106557
30742,171,Cape Coral,city,FL,FL,"Cape Coral-Fort Myers, FL",Lee County,2187.6265409117236
25482,172,Lake Worth Beach,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,2437.6738744989207
18518,173,Hayward,city,CA,CA,"San Francisco-Oakland-Berkeley, CA",Alameda County,2605.675277777778
20317,174,Salem,city,OR,OR,"Salem, OR",Marion County,1700.499769995975
10843,175,Clarksville,city,TN,TN,"Clarksville, TN-KY",Montgomery County,1392.2310477226358
31821,176,Grand Prairie,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,1669.1459508145363
4054,177,Charleston,city,SC,SC,"Charleston-North Charleston, SC",Charleston County,2228.891353446335
10215,178,Aurora,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Kane County,2229.014854426619
40298,179,Peoria,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1929.9196496428028
38119,180,Cypress,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,2000.2491645630482
26637,181,Providence,city,RI,RI,"Providence-Warwick, RI-MA",Providence County,2175.156961774609
14634,182,Whittier,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2675.3340455840457
40202,183,Overland Park,city,KS,KS,"Kansas City, MO-KS",Johnson County,1705.6538548201024
182023,184,Henrico,city,VA,VA,"Richmond, VA",Henrico County,1738.8700365762743
40227,185,Palmdale,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2884.918335053319
11529,186,Fredericksburg,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Stafford County,2000.1611546685672
37837,187,Chattanooga,city,TN,TN,"Chattanooga, TN-GA",Hamilton County,1506.4661363506766
5201,188,Homestead,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Miami-Dade County,2569.9212947163255
44821,189,Cumming,city,GA,GA,"Atlanta-Sandy Springs-Alpharetta, GA",Forsyth County,2205.751760163525
31606,190,Fort Lauderdale,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2718.397448133482
17950,191,Elk Grove,city,CA,CA,"Sacramento-Roseville-Folsom, CA",Sacramento County,2640.6613360323886
47426,192,Rockford,city,IL,IL,"Rockford, IL",Winnebago County,1185.3143274853803
17539,193,Columbus,city,GA,GA,"Columbus, GA-AL",Muscogee County,1205.151533076999
31471,194,Evansville,city,IN,IN,"Evansville, IN-KY",Vanderburgh County,972.1748917748919
11335,195,Erie,city,PA,PA,"Erie, PA",Erie County,1141.7857142857144
38328,196,Edmond,city,OK,OK,"Oklahoma City, OK",Oklahoma County,1674.935774721119
41815,197,York,city,PA,PA,"York-Hanover, PA",York County,1260.2684848484848
13108,198,Ontario,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2530.519657
5424,199,Killeen,city,TX,TX,"Killeen-Temple, TX",Bell County,1297.820975350969
16726,200,Allentown,city,PA,PA,"Allentown-Bethlehem-Easton, PA-NJ",Lehigh County,1717.3566239316242
47958,201,Tempe,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,1745.9423456358381
24832,202,Garden Grove,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2662.973124914301
836082,203,Lancaster,city,PA,PA,"Lancaster, PA",Lancaster County,1468.4378787878788
11337,204,Escondido,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2733.9549425287355
38333,205,El Cajon,city,CA,CA,"San Diego-Chula Vista-Carlsbad, CA",San Diego County,2523.2064544650752
40492,206,Rancho Cucamonga,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2824.1623713334884
26857,207,Round Rock,city,TX,TX,"Austin-Round Rock-Georgetown, TX",Williamson County,1676.4683367479977
26140,208,Newport News,city,VA,VA,"Virginia Beach-Norfolk-Newport News, VA-NC",Newport News City,1469.4797252234227
44734,209,Conroe,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Montgomery County,1556.0950299086644
30559,210,Boynton Beach,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Palm Beach County,2385.5757575757575
11817,211,Harrisburg,city,PA,PA,"Harrisburg-Carlisle, PA",Dauphin County,1343.3856619570906
6792,212,Roanoke,city,VA,VA,"Roanoke, VA",Roanoke County,1442.9944444444445
8097,213,Ann Arbor,city,MI,MI,"Ann Arbor, MI",Washtenaw County,2521.790640539901
4626,215,Everett,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",Snohomish County,1965.3140534808952
41114,216,Sugar Land,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,2001.1536164736165
39931,217,Naperville,city,IL,IL,"Chicago-Naperville-Elgin, IL-IN-WI",DuPage County,2077.1847670250895
4655,218,Fairfax,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Fairfax County,2432.1470936470937
19892,219,Pembroke Pines,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2652.3558743169397
10210,220,Augusta,city,GA,GA,"Augusta-Richmond County, GA-SC",Richmond County,1296.5779806175344
4521,221,Edinburg,city,TX,TX,"McAllen-Edinburg-Mission, TX",Hidalgo County,1048.3319088319088
41256,222,Topeka,city,KS,KS,"Topeka, KS",Shawnee County,1184.5982456140352
5519,223,Lakewood,city,CO,CO,"Denver-Aurora-Lakewood, CO",Jefferson County,1827.0618307618306
19360,224,Midland,city,TX,TX,"Midland, TX",Midland County,1607.1305625462983
47250,225,Pueblo,city,CO,CO,"Pueblo, CO",Pueblo County,1386.4638888888887
21114,226,Visalia,city,CA,CA,"Visalia, CA",Tulare County,1944.2481481481482
6286,227,Odessa,city,TX,TX,"Odessa, TX",Ector County,1601.8265432098763
51297,228,Cary,city,NC,NC,"Raleigh-Cary, NC",Wake County,1707.5892343604107
40779,229,Schenectady,city,NY,NY,"Albany-Schenectady-Troy, NY",Schenectady County,1423.8095238095239
39312,230,Lafayette,city,LA,LA,"Lafayette, LA",Lafayette Parish,1291.441926129426
19873,231,Paterson,city,NJ,NJ,"New York-Newark-Jersey City, NY-NJ-PA",Passaic County,1894.2242424242424
41324,232,Tyler,city,TX,TX,"Tyler, TX",Smith County,1493.6752469135802
51447,233,Clearwater,city,FL,FL,"Tampa-St. Petersburg-Clearwater, FL",Pinellas County,2087.3888092152743
54626,234,Sunnyvale,city,CA,CA,"San Jose-Sunnyvale-Santa Clara, CA",Santa Clara County,3449.5954386354388
39191,235,Kansas City,city,KS,KS,"Kansas City, MO-KS",Wyandotte County,1317.6870845204178
7221,236,Springfield,city,MA,MA,"Springfield, MA",Hampden County,1741.7238095238097
398300,237,Lansing,city,MI,MI,"Lansing-East Lansing, MI",Ingham County,1193.6178614511948
25514,238,Las Cruces,city,NM,NM,"Las Cruces, NM",Dona Ana County,1347.0285431446955
32626,239,Macon,city,GA,GA,"Macon-Bibb County, GA",Bibb County,1244.5419329774168
32060,240,Hollywood,city,FL,FL,"Miami-Fort Lauderdale-Pompano Beach, FL",Broward County,2362.4665359567052
32179,241,Jackson,city,MS,MS,"Jackson, MS",Hinds County,1157.2268842268843
10918,242,Columbia,city,MO,MO,"Columbia, MO",Boone County,1328.0466872982595
20008,243,Pomona,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2449.665501165501
13594,244,Roseville,city,CA,CA,"Sacramento-Roseville-Folsom, CA",Placer County,2526.3196296296296
20555,245,South Bend,city,IN,IN,"South Bend-Mishawaka, IN-MI",Saint Joseph County,1351.9333333333334
37074,246,Albany,city,NY,NY,"Albany-Schenectady-Troy, NY",Albany County,1640.249190110827
12694,247,Mesquite,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Dallas County,1804.9789562289561
3619,248,Bellevue,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",King County,2750.151424901605
13480,249,Renton,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",King County,2249.8071920660154
19865,250,Pasadena,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Harris County,1530.6878306878307
7330,251,Surprise,city,AZ,AZ,"Phoenix-Mesa-Chandler, AZ",Maricopa County,2004.0119815668204
4351,252,Denton,city,TX,TX,"Dallas-Fort Worth-Arlington, TX",Denton County,1685.2362596213854
47019,253,Pasadena,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,3008.153388
6183,254,Newark,city,DE,DE,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",New Castle County,2218.1089466089466
47570,255,Santa Maria,city,CA,CA,"Santa Maria-Santa Barbara, CA",Santa Barbara County,2650.1007326007325
47379,256,Richmond,city,TX,TX,"Houston-The Woodlands-Sugar Land, TX",Fort Bend County,1813.4339213418161
20793,257,Thornton,city,CO,CO,"Denver-Aurora-Lakewood, CO",Adams County,1976.286618156618
54722,258,Torrance,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles County,2994.2560386473433
27683,259,Victorville,city,CA,CA,"Riverside-San Bernardino-Ontario, CA",San Bernardino County,2203.838247863248
5399,260,Kent,city,WA,WA,"Seattle-Tacoma-Bellevue, WA",King County,2002.5086084617267
35282,261,Beaumont,city,TX,TX,"Beaumont-Port Arthur, TX",Jefferson County,1255.8356209150327
27317,262,Summerville,city,SC,SC,"Charleston-North Charleston, SC",Dorchester County,1856.1282656102032
3806,263,Bridgeport,city,CT,CT,"Bridgeport-Stamford-Norwalk, CT",Fairfield County,2046.047633194692
25818,264,McAllen,city,TX,TX,"McAllen-Edinburg-Mission, TX",Hidalgo County,1466.7575757575758
19172,265,Manassas,city,VA,VA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Prince William County,2043.6816666666666
28065,266,Yuma,city,AZ,AZ,"Yuma, AZ",Yuma County,1464.4044274159216
44506,268,Cedar Rapids,city,IA,IA,"Cedar Rapids, IA",Linn County,1232.4642857142856
24812,269,Fullerton,city,CA,CA,"Los Angeles-Long Beach-Anaheim, CA",Orange County,2798.110153256705
